AÑO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2013,3820,Guadalajara de Buga,20262,106.5,106.47,32.78,99.15,89.09,59.17,128.12,106.18,134.42,135.16,110.76,30.09,46.97,3.23,2.82,3.47,3.23,2.56,91.51,97.1,93.12,88.37,91.47,5.26,0.08,3.41,8.41,5.97,1.21,0.4,0.61,2.31,0.66
2016,3829,Guainía (ETC),11935,77.64,77.64,58.82,75.91,35.5,9.01,95.79,120.45,117.88,89.33,41.23,26.299,18.89,8.21,9.63,6.64,11.16,6,74.85,82.69,77.2,65.65,81.24,16.94,7.67,16.16,23.19,12.77,1.9,3.76,1.68,1.8,0.58
2012,3829,Guainía (ETC),11920,708221476510067,70.82,47.69,72.5,28.38,8.24,85.9,47.69,72.5,28.38,8.24,18.6,18.95,8.91,9.43,8.18,10.63,7.93,78.18,82.29,79.74,72.63,77.4,12.91,8.29,12.08,16.74,14.66,4.64,5.24,4.28,5.62,2.64
2014,3829,Guainía (ETC),11916,73.67,73.67,57.3,71.08,34.22,8.03,90.09,115.92,116.34,76.82,40.08,26.42,30.77,4.88,4.59,3.8,7.24,5.33,81.94,84.72,84.86,73.67,86.27,13.17,10.69,11.34,19.09,8.4,1.75,2.47,1.77,1.46,1.43
2017,3829,Guainía (ETC),11965,79.98,79.98,59.6,78.83,36.62,8.82,97.94,114.71,123.49,89.36,42.1,25.747,16.67,7.68,9.35,6.14,10.36,6.97,76.79,82.73,78.42,70.35,79.66,15.53,7.92,15.44,19.29,13.37,3.13,2.86,3.35,3.28,0.38
2011,3829,Guainía (ETC),11920,74.87,74.87,61.85,73.59,28.88,8.42,95.52,112.75,139.74,68.84,36.14,20.37,4.21,10.94,10,10.73,11.62,12.85,73.92,76.88,73.37,72.69,80.86,15.5,13.13,16.5,15.69,6.3,2.12,2.68,2.24,1.89,0
2013,3829,Guainía (ETC),11918,72.57,72.56,50.89,69.02,30.32,9.12,114.03,108.76,150.84,101.87,52.76,59.64,23.08,4.93,3.56,3.83,7.92,6.21,79.71,86.24,80.71,73.52,83.3,15.36,10.2,15.47,18.56,10.49,3.59,5.1,3.72,3.06,1.55
2015,3829,Guainía (ETC),11913,75.3,75.3,53.21,72.75,35.9,8.16,93.44,117.02,117.23,85.78,38.1,26.15,24.44,7.64,6.62,6.39,10.59,7.61,75.4,82.06,76.19,70.86,76.32,16.96,11.32,17.42,18.55,16.07,0.77,0.84,0.7,0.98,0.21
2015,3830,Guaviare (ETC),31553,54.91,54.9,27.32,54.02,40.88,19.45,65.9,53.93,72.87,68.61,47.72,27.73,24.08,4.7,4.68,3.79,6.48,3.72,87.99,92.62,89.92,83.08,90.06,7.31,2.7,6.29,10.45,6.22,2.41,0.85,2.08,3.5,1.86
2013,3830,Guaviare (ETC),31276,57.33,57.32,29.48,55.21,44.04,20.89,70.31,58.4,78.05,73.35,49.64,45.17,21.43,4.02,3.63,4.31,4.14,2.39,95.97,96.37,95.69,95.86,97.56,0.01,0,0,0,0.06,1.16,0.31,0.8,1.84,1.79
2016,3830,Guaviare (ETC),31671,54.83,54.83,25.99,53.38,41.52,21.19,65.4,52.76,72.05,68.69,47.23,27.866,19.75,4.7,5.32,3.59,6.47,4.45,89.19,94.16,91.48,84.22,88.88,6.11,0.51,4.93,9.3,6.67,2.85,1.09,2.18,4.57,2.22
2014,3830,Guaviare (ETC),31344,56.23,56.23,26.53,54.26,43.26,20.72,67.66,51.86,74.98,71.57,48.53,29.54,15.02,2.57,2.35,2.34,3.16,2.07,97.17,96.23,97.59,96.57,97.62,0.26,1.42,0.07,0.27,0.3,1.5,1.21,1.13,2.4,0.73
2017,3830,Guaviare (ETC),31876,55.03,55.02,25.67,53.29,43.54,21.57,67.6,48.69,75.31,71,49.66,30.37,14.94,4.34,6.13,3.53,5.33,4,94.39,93.87,94.71,93.91,94.69,1.27,,1.76,0.76,1.31,2.86,0.78,2.17,4.77,1.69
2011,3830,Guaviare (ETC),31133,64.04,64.02,32.16,65.42,45.16,20.08,78.3,52.06,92.99,78.15,53.69,26.79,10.73,9.02,5.54,8.91,10.02,8.9,91.15,94.46,91.73,89.98,88.93,0.18,0,0,0,2.17,1.21,0.37,0.9,2.05,0.94
2012,3830,Guaviare (ETC),31272,591967255052443,59.18,37.54,58.24,43.64,19.62,71.3,37.54,58.24,43.64,19.62,18.66,11.42,4.86,4.11,5.37,4.46,3.89,94.89,95.77,94.46,95.27,95.28,0.26,0.12,0.17,0.28,0.84,1.42,0.49,1.17,2.04,1.67
2011,3790,Huila (ETC),172272,86.52,86.51,67.34,90.4,68.99,32.98,96.66,81.88,112.07,98.78,60.93,22.43,26.42,4.62,4.08,3.29,6.66,5.31,91.46,95.77,93.69,87.6,88.93,3.92,0.15,3.02,5.74,5.76,0.5,0.07,0.5,0.65,0.32
2012,3790,Huila (ETC),171405,847729062746128,84.77,62.99,89.54,68.82,33.46,94.69,62.99,89.54,68.82,33.46,26.9,41.83,5.3,4.84,3.92,7.66,5.12,88.5,94.87,91.24,83.09,86.48,6.2,0.29,4.84,9.25,8.39,0.73,0.11,0.72,0.9,0.75
2017,3790,Huila (ETC),170771,77.11,77.1,53.58,76.21,67.88,36.49,85.48,73.13,90.2,91.45,67.7,28.323,30.14,3.59,2.76,2.31,5.65,3.35,88.31,97.16,92.13,80.77,88.73,8.1,0.08,5.55,13.59,7.92,2.42,0.21,2.02,3.69,1.77
2013,3790,Huila (ETC),170798,84.16,84.16,59.18,87.36,70.26,34.54,93.47,78.93,106.19,96.33,63.11,44.05,12.28,4.53,4.24,3.15,6.63,4.86,91.79,95.67,94.02,87.93,90.13,3.68,0.09,2.83,5.44,5.01,0.77,0.19,0.67,1.14,0.45
2014,3790,Huila (ETC),170305,82.1,82.09,53.44,84.81,69.95,34.95,90.97,71.84,101.44,94.96,66.18,27.68,27.45,3.57,2.05,2.38,5.5,4.11,96.34,97.95,97.61,94.46,95.16,0.09,0,0.01,0.04,0.73,1.64,0.17,1.63,2.18,0.92
2015,3790,Huila (ETC),170144,80.27,80.26,50.66,81.9,69.07,35.26,89.12,69.36,98.78,94.08,64.63,27.09,30.84,4.97,4.39,3.31,7.54,4.96,87.59,95.47,90.91,81.08,87.54,7.44,0.15,5.78,11.39,7.51,5.47,1.28,5.77,6.61,3.06
2016,3790,Huila (ETC),170334,78.19,78.18,50.12,78.99,67.5,36.67,87.08,69.86,94.54,91.99,66.93,26.809,14.33,4.73,4.01,3.39,6.98,4.25,87.5,95.9,91.15,80.12,88.15,7.78,0.08,5.46,12.9,7.61,4.7,0.77,4.78,6.13,2.43
2011,3816,Ibagué,117693,89.43,89.23,57.37,84.27,76.37,49.06,99.72,83.48,102.67,105.96,87.63,23.62,26.92,2.85,2.32,2.28,3.66,2.68,90.72,97.27,93.81,86.21,89.94,6.44,0.41,3.91,10.13,7.38,0.63,0.2,0.51,0.95,0.31
2016,3816,Ibagué,113728,85.53,85.4,55.37,82.02,73.66,47.93,96.98,85.23,98.8,103.74,85.1,25.607,62.04,2.92,3.7,2.48,3.67,1.84,89.12,95.47,92.44,83.51,90.81,7.96,0.83,5.08,12.81,7.35,0.49,0.22,0.35,0.83,0.18
2017,3816,Ibagué,112916,84.42,84.26,54.44,82.06,74.11,46.58,95.21,83.56,97.07,102.35,82.47,30.221,10.65,2.58,3.6,2.32,2.97,1.81,89.16,95.59,91.95,84.27,90.85,8.26,0.81,5.73,12.76,7.34,0.5,0.06,0.36,0.8,0.28
2012,3816,Ibagué,117043,874840870449322,87.37,60.23,84.56,74.57,46.24,97.24,60.23,84.56,74.57,46.24,25.2,22.22,3.99,3.68,3.42,4.96,3.36,87.96,95.84,91.66,81.49,88.87,8.05,0.48,4.92,13.54,7.77,0.66,0.16,0.53,1.01,0.4
2013,3816,Ibagué,116316,85.55,85.4,57.17,80.57,75.13,46.01,96.14,92.22,97.38,103.2,80.97,36.95,50.23,2.9,3.08,2.41,3.63,2.36,88.7,96.34,91.72,83.3,89.56,8.39,0.58,5.86,13.08,8.07,0.46,0.15,0.44,0.58,0.39
2014,3816,Ibagué,115524,85.95,85.81,53.27,81.58,75.29,45.61,96.53,86.41,99.92,102.98,80.56,26.03,47.95,2.48,2.8,2.27,2.82,2.01,89.88,96.87,92.46,85.24,90.75,7.65,0.33,5.27,11.94,7.24,0.43,0.07,0.35,0.58,0.45
2015,3816,Ibagué,114652,86.02,85.89,54.38,81.33,75.1,46.99,98.2,85.2,100.84,105.37,84.02,25.47,45.87,3.46,3.95,2.86,4.42,2.44,88.12,95.08,91.39,81.85,91.62,8.41,0.97,5.75,13.73,5.94,0.58,0.14,0.49,0.83,0.35
2013,4546,Ipiales,30210,77.26,77.24,51.38,75.52,65.48,33.65,87.32,89.13,94.67,89.7,62.44,41.04,82.72,1.35,0.65,0.93,1.91,1.98,98.65,99.35,99.07,98.09,98.02,0,0,0,0,0,1.56,0,1.49,2.34,0.7
2016,4546,Ipiales,30906,74.67,74.64,47.42,75.61,60.55,34.81,86.36,77.53,91.62,86.79,76.74,25.456,81.48,0.87,0.43,0.51,1.45,0.92,98.55,99.51,99.32,97.47,97.99,0.58,0.06,0.17,1.08,1.09,1.92,0.31,1.93,2.64,0.67
2015,4546,Ipiales,30723,76.43,76.41,49.9,76.61,60.54,37.24,86.73,82.89,92.31,86.94,74.28,25.75,76.83,1.15,0.9,0.61,1.9,1.31,98.78,99.1,99.31,98.1,98.45,0.07,0,0.09,0,0.24,2.04,0.73,1.68,2.9,1.83
2014,4546,Ipiales,30487,78.23,78.19,45.1,77.17,64.27,37.32,88.51,81.24,95.61,91.17,68.62,25.33,71.6,4.13,0.51,2.96,6.14,5.48,95.86,99.49,97.04,93.86,94.48,0,0,0,0,0.04,1.59,0.36,1.1,2.6,1.4
2011,4546,Ipiales,29539,76.77,76.74,52.64,74.72,61.4,37.55,88.06,87.15,91.02,91.71,73,22.37,37.14,8.18,11.79,7.48,8.37,7.71,91.36,88.21,92.13,91.07,91.45,0.47,0,0.39,0.56,0.84,1.01,0.61,0.92,1.48,0.31
2017,4546,Ipiales,31054,73.99,73.93,49.47,74.48,61.59,33.62,86,76.93,90.35,88.51,74.58,26.821,75.61,0.81,0.89,0.54,1.05,1.1,99.13,99.11,99.44,98.93,98.52,0.06,,0.02,0.03,0.38,6.67,2.78,5.35,9.76,4.77
2012,4546,Ipiales,29977,789271775027521,78.88,58.32,77.94,64.87,34.2,87.31,58.32,77.94,64.87,34.2,25.17,64.29,2.17,1.1,1.44,2.68,4.58,97.8,98.85,98.51,97.32,95.34,0.03,0.05,0.05,0,0.08,0.91,0.61,0.84,1.13,0.75
2014,3762,Itagüí,51327,73.88,73.62,49.14,71.13,66.58,41.44,83.9,68.84,82.9,94.37,72.96,31.72,100,1.14,1.28,0.79,1.55,1.07,95.89,98.72,97.2,93.75,96.13,2.97,0,2,4.69,2.8,2.34,0.26,1.65,3.75,1.71
2013,3762,Itagüí,51637,73.45,73.2,53.04,70.2,66.4,44.18,83.11,71.7,81.2,92.01,75.65,55.46,100,2.67,2.16,1.64,3.95,2.79,92.05,97.8,95.25,87.4,91.31,5.28,0.04,3.11,8.65,5.9,0.64,0,0.47,1.01,0.52
2015,3762,Itagüí,51046,73.34,73.06,46.99,71.32,65.76,42.34,83.04,66.21,82.33,92.36,74.36,31.46,100,2.57,2.06,1.75,3.85,2.05,90.34,96.98,94.12,84.39,91.12,7.09,0.96,4.13,11.76,6.83,1.3,0.34,0.99,2.13,0.53
2012,3762,Itagüí,51869,736894869768069,73.41,59.14,69.32,67.12,45.91,81.94,59.14,69.32,67.12,45.91,31.18,100,2.6,2.8,1.81,3.64,2.14,93.09,96.71,95.39,89.49,93.91,4.3,0.49,2.81,6.87,3.94,1.54,0.04,0.74,2.88,1.1
2017,3762,Itagüí,50808,71.18,70.93,44.64,68.23,65.23,42.54,80.38,61.86,78.23,90.84,73.47,34.265,100,3.09,3.67,2.06,4.31,2.67,90.76,95.99,93.94,85.86,92.22,6.15,0.34,3.99,9.82,5.11,5.53,2.88,4.11,8.49,2.94
2011,3762,Itagüí,52114,75.43,75.13,58.81,71.49,68.07,47.3,83.37,68.36,81.52,92.44,77.04,27.11,100,1.98,1.52,1.48,2.7,1.83,96.97,98.44,98.12,95.76,96.05,1.05,0.04,0.4,1.55,2.12,1.21,0.04,0.89,2.03,0.58
2016,3762,Itagüí,50859,72.23,71.99,43.56,70.73,65.03,42.47,81.7,61.36,80.95,91.04,74.59,30.269,100,5.14,4.88,4.26,6.95,3.17,88.55,95.12,91.66,82.98,90.88,6.31,,4.08,10.06,5.95,4.54,0.9,3.75,6.71,2.76
2011,4815,Jamundí,24005,80.24,80.13,42.05,78.92,69.1,34.01,97.9,80.61,108.04,104.89,69.62,23.69,28.57,7.42,4.16,6.68,9.38,6.18,91.65,95.84,92.35,89.84,91.94,0.93,0,0.97,0.78,1.88,0.6,0.3,0.75,0.65,0.05
2013,4815,Jamundí,23838,83.79,83.75,46.55,80.25,70.6,37.55,112.99,81.07,110.66,136.8,87.34,36.77,0,3.56,3.96,2.96,4.33,3.48,90.15,95.57,91.9,87.2,88.34,6.28,0.47,5.14,8.47,8.18,0.96,0.23,0.8,1.15,1.48
2014,4815,Jamundí,23801,85.38,85.36,49.09,81.47,72.67,38.27,114.86,75.72,109.24,138.53,100.78,29.26,29.41,3.62,2.51,3.28,4.52,2.88,93.32,97.49,93.58,92.03,93.69,3.07,0,3.13,3.45,3.43,0.83,0.09,0.58,1.52,0.15
2015,4815,Jamundí,23829,86.3,86.29,47.05,81.91,71.91,41.04,116.92,74.54,112.74,130.69,120.38,27.4,64.71,4.54,5.17,4.34,4.89,3.91,86.23,93.54,88.26,81.82,87.04,9.23,1.29,7.41,13.29,9.04,1.61,0.17,1.23,2.76,0.48
2016,4815,Jamundí,23968,88.03,88.01,47.15,81.86,76.18,44.15,119.45,71.67,118.45,131.02,122.64,25.737,71.01,3.97,4.33,3.06,5.42,2.76,85.38,95.2,89.04,78.2,88.32,10.65,0.47,7.9,16.38,8.92,0.49,0.28,0.48,0.66,0.05
2017,4815,Jamundí,24177,89.47,89.32,51.01,83.61,79.69,44.1,113.29,74.69,109.7,131.67,105.46,33.541,71.01,2.68,2.22,2.33,3.38,2.03,88.58,97.6,90.49,83.39,92.72,8.74,0.18,7.18,13.23,5.25,0.11,0.09,0.09,0.14,0.1
2012,4815,Jamundí,23873,820759854228627,82.05,30.23,81.08,69.82,37.6,99.23,30.23,81.08,69.82,37.6,28.02,25.97,3.96,3.98,3.41,4.98,3.14,95.99,96.02,96.54,95.01,96.67,0.05,0,0.05,0.02,0.2,0.39,0,0.76,0.08,0.1
2011,3792,La Guajira (ETC),88319,72.42,72.21,49.15,72.89,40.92,21.76,81.25,85.05,107.64,63.17,44.76,20.47,43.15,6.74,5.33,7.55,6.37,3.99,92.63,94.16,91.64,93.56,94.74,0.7,0.51,0.88,0.2,1.28,1.79,2.12,1.78,2.02,0.71
2014,3792,La Guajira (ETC),92821,76.54,76.49,49.47,73.91,49.03,21.21,88.68,107.5,112.48,73.79,42.94,20.18,61.49,4.83,1.78,4.24,7.3,4.93,95.17,98.22,95.76,92.7,95.07,0,0,0,0,0,3.25,3.39,3.5,3.27,1.07
2012,3792,La Guajira (ETC),90312,75953361679511,75.81,50.18,76.89,43.31,20.78,89.27,50.18,76.89,43.31,20.78,23.13,31.51,5.11,4.89,5.28,5.4,3.13,94.73,95.08,94.48,94.5,96.83,0.17,0.03,0.24,0.11,0.04,1.9,0.64,2.07,2.27,1.51
2016,3792,La Guajira (ETC),96535,78.75,78.68,48.87,74.71,51.84,22.29,92.63,109.24,115.63,80.1,43.69,23.243,19.63,4.59,3.46,4.18,6.25,2.9,95.18,96.53,95.68,93.31,96.66,0.23,0.01,0.14,0.44,0.43,3.96,4.28,3.7,4.94,1.37
2013,3792,La Guajira (ETC),91011,77.64,77.5,49.16,75.55,46.97,21.16,92.56,113.07,121.72,71.72,44.22,46.9,32.65,5.56,5.78,5.99,5.34,2.55,94.41,94.21,94,94.6,97.37,0.03,0.01,0.02,0.05,0.08,3.29,3.05,3.49,3.39,1.63
2017,3792,La Guajira (ETC),98525,80.06,79.99,55.49,75.8,53.21,21.58,92.38,117.02,110.42,83.47,44.41,24.217,14.89,3.45,5.07,2.72,4.28,2.62,96.41,94.88,97.18,95.52,96.95,0.14,0.05,0.09,0.21,0.43,4.97,3.72,4.9,6.32,2.14
2015,3792,La Guajira (ETC),94630,76.07,76.02,48.49,73,49.47,21.4,87.83,105.92,109.07,75.61,42.9,22.61,24.04,2.8,1.95,2.25,4.32,2.54,97.14,98.05,97.74,95.62,96.97,0.06,0,0.01,0.06,0.49,3.9,2.88,4.11,4.43,1.98
2011,3783,Lorica,28462,96.53,96.47,68.52,91.03,79.97,49.06,116.2,83.85,122.26,124.98,100.42,16.65,56.16,2.18,2.87,1.99,2.44,1.76,97.04,97.07,97.52,96.88,95.99,0.78,0.06,0.49,0.68,2.25,2.18,0.06,2.87,2.4,0.55
2016,3783,Lorica,27789,89,88.94,46.37,79.97,79.09,55.56,112.97,83.53,106.69,127.69,115.17,17.573,62.77,2.14,3.09,1.79,2.55,1.69,91.89,96.91,92.37,89.62,93.78,5.97,,5.84,7.83,4.54,4.5,1.7,4.93,5.63,1.66
2014,3783,Lorica,27998,89.69,89.64,47.73,83.24,79.9,46.12,112.18,87.68,102.31,136.45,101.89,15.5,57.97,5.51,0.68,4.74,7.22,6.16,94.49,99.32,95.26,92.78,93.84,0,0,0,0,0,3.01,0.58,2.97,4.23,1.1
2017,3783,Lorica,27741,87.94,87.9,52.59,79.44,80.31,53.55,97.15,87.54,96.46,104.66,88.45,16.849,32.12,3.64,5.46,2.55,4.86,2.72,90.25,94.14,92.34,86.89,90.68,6.11,0.4,5.11,8.25,6.6,6.06,0.86,7.11,7.09,3
2013,3783,Lorica,28154,93.82,93.77,46.95,87.88,81.71,47.09,121.57,91.6,117.36,142.46,106.66,24.02,25.36,3.91,2.21,3.44,4.87,3.92,95.73,97.74,96.14,94.76,95.74,0.37,0.05,0.43,0.36,0.34,4.45,2.49,3.8,6.34,2.58
2015,3783,Lorica,27877,88.41,88.33,48.09,81.87,79.38,49.29,99.97,84.98,101.87,107.05,88.32,17.32,30.66,1.37,2.21,1.14,1.59,1.01,91.5,97.32,92.67,88.51,92.66,7.14,0.47,6.19,9.89,6.33,4.21,1.28,4.48,5.24,2.08
2012,3783,Lorica,28155,930136743029657,92.96,58.88,88.28,79.93,48.87,118.28,58.88,88.28,79.93,48.87,17.87,42.47,2.64,4.18,2.32,2.79,2.23,96.91,95.82,97.18,96.73,97.22,0.45,0,0.5,0.48,0.55,2.73,0,2.29,4.18,2.19
2012,3768,Magangué,30521,929130762425871,92.85,61.16,90.92,67.82,31.69,112.65,61.16,90.92,67.82,31.69,24.24,55.29,3.11,3.31,2.42,3.97,3.73,96.22,96.62,96.72,95.35,96.03,0.67,0.07,0.87,0.68,0.24,3.9,1.87,4.23,4.64,1.77
2011,3768,Magangué,31078,99.56,99.06,65.48,97.07,66.67,33.81,122.63,119.68,148.43,113.52,77.53,16.94,35.29,8.03,3.41,5.87,11.71,11.37,91.78,96.59,94.13,88.29,86.55,0.2,0,0,0,2.08,2.35,1.41,2.24,3.2,0.95
2015,3768,Magangué,29378,98.73,98.63,59.87,95.67,76.11,37.79,113.57,97.2,130.22,113.13,80.1,24.71,32.1,4.07,5.54,3.51,5.06,2.4,91.23,94.27,91.76,88.94,93.74,4.7,0.19,4.73,6,3.86,5.14,4.52,6.19,4.95,0.67
2014,3768,Magangué,29791,98.06,97.99,58.45,95.74,75.93,34.87,116.72,107.11,138.47,110.22,78.98,25.6,34.15,2.03,1.62,1.79,2.61,1.83,97.96,98.38,98.21,97.39,98.09,0.01,0,0,0,0.08,5.63,6.51,5.65,6.51,1.63
2017,3768,Magangué,28640,100.29,100.16,69.45,93.07,80.37,43.15,117,107.53,131.08,118.4,81.94,26.284,38.27,3.31,6.62,2.82,3.49,2.12,88.6,92.86,89.46,85.61,90.98,8.09,0.52,7.72,10.9,6.89,3.5,3.05,3.4,4.24,1.86
2013,3768,Magangué,30260,96.19,96.06,57.61,94.73,72.09,33.31,116.19,124.2,136.34,108,77.28,37.38,59.76,2.2,4.01,1.66,2.68,1.52,95.9,95.16,97.04,94.72,94.38,1.9,0.84,1.31,2.6,4.09,3.86,1.52,4.5,4.39,1.11
2016,3768,Magangué,28986,99.11,99.04,58.5,94.69,77.28,42.91,113.48,95.61,127.4,115.57,82.46,24.554,32.1,3.17,5.29,2.46,3.94,2.47,91.08,93.28,91.99,88.75,92.63,5.75,1.43,5.55,7.31,4.9,4.03,2.72,4.3,4.61,1.76
2016,3794,Magdalena (ETC),183298,94.03,93.93,59.94,85.55,63.68,34.09,112.85,148.66,126.19,105.24,73.5,22.992,55.39,2.88,3.16,2.8,3.11,2.19,95.17,96.72,95.4,93.95,96.04,1.94,0.12,1.79,2.94,1.77,7.55,18.72,6.76,6.01,1.97
2011,3794,Magdalena (ETC),188127,99.1,99.01,57.38,95.73,65.85,34.25,116.12,123.57,139.99,104.96,69.91,21.39,29.27,3.18,2.11,2.74,4.11,4.03,95.63,97.44,95.97,94.76,94.37,1.19,0.46,1.3,1.13,1.6,1.12,1.12,1.14,1.3,0.37
2012,3794,Magdalena (ETC),187462,952577055616605,95.15,73.25,89.37,62.02,30.57,113.29,73.25,89.37,62.02,30.57,22.04,30.83,7.09,25.84,5.02,3.2,2.91,91.59,73.64,93.54,95.23,96.09,1.32,0.52,1.44,1.57,1.01,1,0.98,0.98,1.21,0.46
2013,3794,Magdalena (ETC),185938,101.55,101.42,68.71,94.14,65.87,31.23,123.27,173.44,151.36,99.37,69.51,38.13,26.03,2.94,1.25,2.91,3.93,2.51,96.06,98.45,96.05,94.82,96.4,1,0.3,1.04,1.25,1.08,1.45,1.59,1.52,1.52,0.69
2015,3794,Magdalena (ETC),184210,97.34,97.26,69.77,90.3,64.37,31.89,114.39,174.15,130.01,100.41,69.39,21.94,37.5,3.48,2.5,3.67,3.78,2.87,93.55,96.15,93.63,91.95,94.55,2.97,1.35,2.7,4.27,2.58,1.36,1.19,1.37,1.67,0.57
2017,3794,Magdalena (ETC),182513,94.93,94.76,55.59,88.5,65.51,35.37,113.14,125.94,128.35,107.69,76.56,26.013,49.18,2.42,3.39,2.32,2.42,1.88,93.69,95.51,93.39,93.15,95.05,3.89,1.1,4.29,4.43,3.07,3.35,5.64,3.41,3.09,1.4
2014,3794,Magdalena (ETC),184923,92.02,91.84,61.78,84.47,63.23,29.06,114.31,149.89,140.17,95,65.48,18.83,25.03,3.28,1.38,3.32,3.96,3.39,95.23,98.07,95.5,93.56,95.28,1.49,0.55,1.17,2.47,1.33,1.71,1.59,1.78,1.95,0.65
2017,3793,Maicao,44279,94.25,94.19,69.73,88.54,63.83,35.24,109.28,130.43,122.97,102.15,73.35,29.18,6.32,2.2,1.81,1.96,2.74,2.26,97.65,98.19,98.02,96.96,97.18,0.15,,0.02,0.3,0.56,1.69,0.8,2.21,1.41,0.62
2013,3793,Maicao,41318,96.7,96.65,53.25,88.72,66.26,34.05,117.71,117.29,138.78,105.25,76.59,49.36,4.52,4.8,1.39,5.57,5.04,3.32,95.19,98.61,94.43,94.96,96.58,0.01,0,0,0,0.1,0.98,0.69,1.18,0.94,0.03
2014,3793,Maicao,42277,97.04,97.01,59.84,87.93,67.23,32.98,117.95,119.49,137,108.09,78.36,28.02,28.03,4.12,1.68,4.58,4.41,3.28,95.88,98.32,95.42,95.59,96.72,0,0,0,0,0,1.33,0.73,1.46,1.45,0.8
2015,3793,Maicao,43118,91.24,91.2,63.01,84.77,62.94,30.94,106.84,116.38,121.58,100.58,69.94,26.68,25.54,1.2,1.12,1.11,1.42,1.05,98.8,98.88,98.89,98.58,98.95,0,0,0,0,0,2.44,1.05,3.22,1.86,1.24
2012,3793,Maicao,40390,10065362713543,100.56,60.58,89.78,65.89,35.19,122.71,60.58,89.78,65.89,35.19,21.08,22.03,8.39,2.88,5.99,14.41,11.67,91.33,97.12,93.8,85.19,87.6,0.28,0,0.21,0.4,0.73,0.25,0.29,0.19,0.32,0.29
2011,3793,Maicao,39149,115.77,115.73,54.35,110.36,71.23,38.38,137.31,106.79,162.07,126.68,100.75,21.23,20.34,3.14,2.26,3.72,2.55,1.57,96.71,97.74,96.28,97.45,96.41,0.15,0,0,0,2.02,0.51,0.54,0.63,0.34,0.18
2016,3793,Maicao,43776,94.37,94.3,66.28,87.49,64.27,34.38,110.47,131.8,122.95,105.01,72.78,27.496,27.87,2.42,1.61,1.92,3.21,3.78,97.58,98.39,98.08,96.79,96.22,,,,,,2.04,0.78,2.91,1.55,0.13
2011,3960,Malambo,27323,89.93,89.38,65.66,87.08,66.21,36.18,99.37,110.9,113.97,93.7,65.66,15.91,89.47,7.55,8.21,7.31,7.95,6.92,92.27,91.79,92.69,92.05,91.15,0.18,0,0,0,1.93,0.26,0.76,0.24,0.29,0
2015,3960,Malambo,27583,80.59,80.35,40.42,82.13,63.53,34.62,89.79,65.16,110.18,83.67,62.58,22.59,5.56,1.79,2.81,1.3,2.02,2.89,97.59,97.19,98.31,96.9,96.44,0.63,0,0.39,1.08,0.67,0.29,0.17,0.34,0.28,0.1
2013,3960,Malambo,27476,83.95,83.77,60.28,82.97,62.64,32.1,94.07,105.64,113.85,83.07,58.69,23.84,100,4.12,2.67,4.44,4.2,3.62,95.88,97.33,95.56,95.8,96.38,0,0,0,0,0,0.45,0.75,0.47,0.44,0.19
2017,3960,Malambo,27645,83.53,83.21,48.32,84.32,68.2,38.5,89.31,74.8,102.13,89.4,63.9,31.697,100,1.32,2.54,1.38,1.14,0.92,98.49,97.46,98.55,98.45,98.98,0.19,,0.07,0.41,0.1,0.93,0.74,1.08,0.97,0.19
2016,3960,Malambo,27616,84.24,83.93,46.62,85.11,66.76,37.04,89.95,72.58,105.13,88.71,62.59,26.186,100,2.77,4.67,2.58,3.11,1.47,96.01,95.25,96.37,95.12,97.72,1.22,0.08,1.06,1.78,0.81,1.03,1.15,1.08,1.07,0.56
2012,3960,Malambo,27445,898014210238659,89.41,69.43,85.67,66.6,35.14,100.35,69.43,85.67,66.6,35.14,19.27,100,7.16,7.76,6.55,7.36,9.14,92.54,92.19,93.19,92.25,90.41,0.3,0.05,0.26,0.4,0.45,0.46,0,0.5,0.6,0.19
2014,3960,Malambo,27536,82.52,82.31,59.18,81.11,64.47,34.08,90.39,95.36,105.77,84.4,60.13,18.65,100,4.19,0.62,3.76,5.5,5.22,95.78,99.38,96.24,94.5,94.48,0.03,0,0,0,0.3,1.42,1.07,1.75,1.37,0.44
